Transaction Name,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industry,Diversity Spotlight (US Only),Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Rounds)
Seed Round - Stake,Stake,Seed,"$8,000,000.0",2022-08-30,Seed,,Yes,Stake Properties is a digital real estate investment platform that helps its users invest in income-generating properties.,"Crowdfunding, FinTech, Real Estate, Real Estate Investment, Residential",,getstake.com/,"Dubai, Dubai, United Arab Emirates, Asia",,"$12,000,000.0",Seed,2,"BY Venture Partners, Middle East Venture Partners (MEVP)","BY Venture Partners, Combined Growth Real Estate, Middle East Venture Partners (MEVP), Vivium Capital",4,,58
Seed Round - PriceOye,PriceOye,Seed,"$7,900,000.0",2022-08-30,Seed,,Yes,PriceOye is an eCommerce platform that allows users to compare prices for consumer electronics products.,"E-Commerce, Internet, Price Comparison",,priceoye.pk/,"Islamabad, Islamabad, Pakistan, Asia",Less than $1M,"$8,350,000.0",Seed,5,JAM Fund,"Artistic Ventures, Asif Keshodia, Atlas Ventures, BEENEXT, DG Daiwa Ventures, Fatima Gobi Ventures, HOF Capital, Immad Akhund, JAM Fund, MANTIS Venture Capital, Palm Drive Capital, Peter Thiel, SOSV",13,,59
Series A - Hexarad,Hexarad,Series A,"$2,520,892.66",2022-09-06,Early Stage Venture,,Yes,"Hexarad is a tech-enabled teleradiology that supports the remote reporting of medical scans such as CTs, MRIs and X-rays.","Health Care, Health Diagnostics, Medical",,www.hexarad.com/,"London, England, United Kingdom, Europe",,"$5,156,371.350000001",Early Stage Venture,2,Foresight Group,"Foresight Group, Henry Carleton, Sachin Agrawal",3,,60
Seed Round - Ceezer,Ceezer,Seed,"$4,197,637.794",2022-09-06,Seed,,Yes,Ceezer is a digital-first carbon bank that gives companies access to and guidance through the complex voluntary carbon market.,"Big Data, CleanTech, Collaboration, Project Management",,www.ceezer.earth,"Berlin, Berlin, Germany, Europe",,"$5,174,158.0",Seed,3,Carbon Removal Partners,"Carbon Removal Partners, Norrsken VC, Picus Capital",3,,61
Series A - 3T Biosciences,3T Biosciences,Series A,"$40,000,000.0",2022-08-25,Early Stage Venture,,Yes,"3T Biosciences is an immunotherapy company headquartered in Menlo Park, California.","Biopharma, Biotechnology, Health Care",,www.3tbiosciences.com,"Menlo Park, California, United States, North America",,"$52,000,000.0",Early Stage Venture,3,"Lightspeed Venture Partners, Westlake Village BioPartners","Lightspeed Venture Partners, Westlake Village BioPartners",2,,62
Series D - LetsGetChecked,LetsGetChecked,Series D,"$20,000,000.0",2022-09-08,Late Stage Venture,,Yes,LetsGetChecked is an at-home health testing platform that connects customers to regulated laboratory testing.,"Biotechnology, Health Care, Health Diagnostics, Hospital, Medical, mHealth, Wellness",,www.letsgetchecked.com,"New York, New York, United States, North America",,"$283,000,000.0",Late Stage Venture,5,"Casdin Capital, Transformation Capital","Casdin Capital, Common Fund, Illumina Ventures, Morgan Health, Rory McIlroy, Transformation Capital",6,,63
Series A - Propseller,Propseller,Series A,"$12,000,000.0",2022-08-29,Early Stage Venture,,Yes,Propseller is a real estate agency that offers property owners a reliable way to sell by combining in-house agents with technology.,"Building Maintenance, Commercial Real Estate, Property Development, Property Management, Real Estate",,propseller.com,"Singapore, Central Region, Singapore, Asia",,"$16,427,371.0",Early Stage Venture,5,Vertex Ventures Southeast Asia &amp; India,"Hustle Fund, ICCP Venture Partners, Iterative, Jani Rautiainen, Marta Higuera, Partech, RAPZO CAPITAL, Redbadge Pacific, Steffen Wicker, Tushar Garg, Vertex Ventures Southeast Asia &amp; India, Vulpes Ventures",12,,64
Seed Round - Thalamos,Thalamos,Seed,"$1,031,274.27",2022-09-01,Seed,,Yes,Thalamos is creating software for psychiatrists.,"Health Care, Software",,www.thalamos.co.uk/,"London, England, United Kingdom, Europe",,"$1,042,137.0",Seed,3,,"SyndicateRoom, The Conduit EIS Impact Fund",2,,65
Series A - Xterio,Xterio,Series A,"$40,000,000.0",2022-08-30,Early Stage Venture,"$260,000,000.0",Yes,Xterio is a game developer and publisher with a global team footprint.,"Developer Platform, Gaming",,xter.io/,"Zug, Zug, Switzerland, Europe",,"$40,000,000.0",Early Stage Venture,1,"FTX Ventures, FunPlus, Makers Fund, XPLA","Foresight Ventures, Forte, FTX Ventures, FunPlus, Hashkey, Infinity Ventures Crypto, Makers Fund, Matrix Partners, XPLA",9,,66
Series D - HiBob,HiBob,Series D,"$150,000,000.0",2022-08-17,Late Stage Venture,"$2,300,000,000.0",Yes,"Hibob offers a mission critical, cloud-based human resources platform that allows companies to streamline HR processes and engage top talent","Human Resources, Information Technology, SaaS, Software",,www.hibob.com/,"Tel Aviv, Tel Aviv, Israel, Asia",$10M to $50M,"$424,000,000.0",Late Stage Venture,8,General Atlantic,"Bessemer Venture Partners, General Atlantic",2,,67
Venture Round - Odyssey Energy Solutions,Odyssey Energy Solutions,Venture - Series Unknown,"$5,340,000.0",2022-09-08,,,Yes,"Odyssey Energy Solutions is an industry platform to simplify, streamline, and reduce the costs of developing and financing energy projects.","Environmental Consulting, Renewable Energy, Software","Women Founded, Women Led",www.odysseyenergysolutions.com,"Boulder, Colorado, United States, North America",$1M to $10M,"$12,562,982.0",,2,Equal Ventures,"Abstract Ventures, Equal Ventures, Founder Collective, My Climate Journey Collective, Twelve Below",5,,68
Seed Round - Harmonic Discovery,Harmonic Discovery,Seed,"$8,000,000.0",2022-09-08,Seed,,Yes,Harmonic Discovery operates as a pharmaceutical company that develops a platform that combines computing and experimentation.,"Biotechnology, Therapeutics",,www.harmonicdiscovery.com/,"New York, New York, United States, North America",,"$8,000,000.0",Seed,2,Innovation Endeavors,"Boom Capital, Caffeinated Capital, Fifty Years, Innovation Endeavors, Y Combinator",5,,69
Series B - Aero,Aero,Series B,"$50,000,000.0",2022-08-18,Early Stage Venture,"$250,000,000.0",Yes,Aero is an air travel company that matches air travelers with premium seats or shared charters.,"Air Transportation, Leisure, Tourism, Travel",Women Led,aero.com,"San Francisco, California, United States, North America",$1M to $10M,"$104,499,998.0",Early Stage Venture,5,"AlbaCore Capital, Capital One Ventures","AlbaCore Capital, Capital One Ventures, Expa, Keyframe Capital Partners",4,,70
Series A - Exponent Energy,Exponent Energy,Series A,"$12,771,228.24",2022-08-17,Early Stage Venture,,Yes,Exponent Energy focuses on developing fast charging technology for electric vehicles.,"Automotive, Electric Vehicle, Electronics, Energy, Industrial Manufacturing",,www.exponent.energy/,"Bengaluru, Karnataka, India, Asia",,"$17,761,373.0",Early Stage Venture,3,Lightspeed India Partners,"3one4 Capital, AdvantEdge Founders, Lightspeed India Partners, YourNest Venture Capital",4,,71
Series B - PolyAI,PolyAI,Series B,"$40,000,000.0",2022-09-07,Early Stage Venture,"$260,000,000.0",Yes,PolyAI develops a machine learning platform for conversational artificial intelligence.,"Artificial Intelligence, Call Center, Customer Service, Enterprise Software, Machine Learning, Software",,www.polyai.com,"London, England, United Kingdom, Europe",$1M to $10M,"$66,000,000.0",Early Stage Venture,4,Georgian,"Amadeus Capital Partners, Georgian, Khosla Ventures, Point72 Ventures, Twilio",5,,72
Series B - ArsenalBio,ArsenalBio,Series B,"$220,000,000.0",2022-09-06,Early Stage Venture,,Yes,ArsenalBio is a programmable cell therapy company that offers advanced CAR T-cell therapies for solid tumors.,"Biotechnology, Cloud Computing, Life Science",,www.arsenalbio.com,"South San Francisco, California, United States, North America",,"$305,000,000.0",Early Stage Venture,2,SoftBank Vision Fund,"Bristol Myers Squibb, Byers Capital, Emerson Collective, Euclidean Capital, Green Sands Equity, Hitachi Ventures, Kleiner Perkins, Parker Institute for Cancer Immunotherapy, Sixth Street, SoftBank Vision Fund, University of California, San Francisco, Waycross Ventures, Westlake Village BioPartners",13,,73
Venture Round - Edda,Edda,Venture - Series Unknown,"$5,800,000.0",2022-09-07,,,Yes,Edda is a collaborative tool for professional investors,"Data Visualization, Enterprise Software, Financial Services, Internet, Software",,www.edda.co,"Paris, Ile-de-France, France, Europe",$1M to $10M,"$6,100,000.0",,4,,"Arnaud Bonzom, FJ Labs, Future Shape, Mucker Capital, Plug and Play",5,,74
Series B - Arize AI,Arize AI,Series B,"$38,000,000.0",2022-09-08,Early Stage Venture,,Yes,Arize AI offers a platform that explains and troubleshoots production AI.,"Artificial Intelligence, Information Technology, Machine Learning, Software",Women Founded,arize.com,"Berkeley, California, United States, North America",,"$61,024,999.0",Early Stage Venture,4,TCV,"Battery Ventures, Foundation Capital, Swift Ventures, TCV",4,,75
Series C - Ubie,Ubie,Series C,"$26,200,000.0",2022-08-22,Late Stage Venture,"$33,600,000.0",Yes,"Ubie is a Tokyo based health-tech startup, that provides AI-based healthcare products, hospital SaaS products, and AI symptom checkers.","Artificial Intelligence, Health Care, Machine Learning, Medical, SaaS",,ubiehealth.com/,"Tokyo, Tokyo, Japan, Asia",$10M to $50M,"$58,741,724.0",Late Stage Venture,6,"Dai-ichi Life, Egg Forward, nVentures, The Norinchukin Bank","Dai-ichi Life, Egg Forward, nVentures, Suzuken, The Norinchukin Bank",5,,76
Convertible Note - Emonovo,Emonovo,Convertible Note,,2022-09-02,,,No,Emonovo is a online platform that connects MENA youth to educational opportunities around the world.,"EdTech, Education, Higher Education",,www.emonovo.com/,"Cairo, Al Qahirah, Egypt, Africa",$10M to $50M,,Seed,3,,Flat6Labs,1,,77
Series A - Pleco Therapeutics,Pleco Therapeutics,Series A,"$17,290,269.961",2022-09-06,Early Stage Venture,,Yes,Pleco Therapeutics is a pharmaceutical manufacturing company that provides pre-clinical development programs for cancer treatment.,"Clinical Trials, Health Care, Manufacturing, Pharmaceutical",,plecotherapeutics.com/,"Nijmegen, Gelderland, The Netherlands, Europe",,"$17,290,269.961",Early Stage Venture,1,Hyloris Pharmaceuticals,"Hyloris Pharmaceuticals, Netherlands Enterprise Agency, OostNL",3,,78
Seed Round - Nitra,Nitra,Seed,"$16,000,000.0",2022-08-23,Seed,,Yes,Nitra brings all-in-one finance to the traditional industries of America.,Financial Services,,www.nitra.com,"New York, New York, United States, North America",,"$16,000,000.0",Seed,2,,"8090 Partners, AAF Management Ltd., AME Cloud Ventures, Andreessen Horowitz, Comma Capital, Dreamers VC, Dunamu, Expa, Gaingels, Gold House Ventures, Gowri Narayanan, K50 Ventures, KB Financial Group, New Enterprise Associates, Pantera Capital, Primer Sazze Partners, Slope Capital, Soma Capital, SparkLabs Global Ventures",19,,79
Series A - Dryad Networks,Dryad Networks,Series A,"$10,494,094.485",2022-08-23,Early Stage Venture,,Yes,"Telecom, Forestry, IOT, Sensors, Networking, Analytics, Cloud, Environmental, Green","Analytics, GreenTech, Information Technology, Internet of Things, Software, Telecommunications",,www.dryad.net,"Berlin, Berlin, Germany, Europe",,"$13,892,182.223",Early Stage Venture,3,eCAPITAL ENTREPRENEURIAL PARTNERS,"eCAPITAL ENTREPRENEURIAL PARTNERS, Semtech, STIHL Digital, Time Ventures, Toba Capital",5,,80
Series B - RentSpree,RentSpree,Series B,"$17,300,000.0",2022-08-29,Early Stage Venture,,Yes,"RentSpree provides software with a universal tenant screening process, renter management, partnership programs, and rental screening API.","Payments, Real Estate, Rental Property, Software","South Asian Founded, Southeast Asian Led",www.rentspree.com,"Los Angeles, California, United States, North America",$1M to $10M,"$27,720,000.0",Early Stage Venture,4,Green Visor Capital,"645 Ventures, California Association of Realtors, ECG-Research, Gaingels, Green Visor Capital, KEC Ventures, Rally Ventures, Venture MLS, Vesta Ventures",9,,81
Series A - Fairmatic,Fairmatic,Series A,"$42,000,000.0",2022-08-31,Early Stage Venture,,Yes,Fairmatic specializes in smartphone-powered driving safety analytics and calculates performance-based commercial auto insurance prices.,"Auto Insurance, Financial Services, Insurance",,fairmatic.com,"Reno, Nevada, United States, North America",,"$42,000,000.0",Early Stage Venture,2,"Aquiline Technology Growth, Foundation Capital","Aquiline Technology Growth, Assaf Wand, Bill Tai, Foundation Capital, Jerry Yang, Oren Zeev",6,,82
Seed Round - Userpilot,Userpilot,Seed,"$4,600,000.0",2022-09-05,Seed,,Yes,Userpilot offers product experience software that helps product teams improve user activation and boost feature engagement.,"Enterprise Software, Product Design, Product Management, SaaS, UX Design",,userpilot.com,"Middletown, Delaware, United States, North America",$1M to $10M,"$5,850,000.0",Seed,4,Silicon Badia,"500 Global, ScOp Venture Capital, Silicon Badia",3,,83
Seed Round - tokenproof,tokenproof,Seed,"$5,000,000.0",2022-08-30,Seed,,Yes,Tokenproof makes it easy and secure to unlock the value of non-fungible tokens.,Blockchain,,tokenproof.xyz/,"Austin, Texas, United States, North America",,"$5,000,000.0",Seed,1,Penny Jar Capital,"6th Man Ventures, Canonical Crypto, Corazon Capital, Keith Grossman, Mark Cuban, Patricio Worthalter, Penny Jar Capital, Sebastien Borget",8,,84
Seed Round - xWave Technologies,xWave Technologies,Seed,"$1,299,268.841",2022-09-06,Seed,,Yes,xWave Technologies develops smart health platforms that improve patient outcomes and deliver efficiencies for health systems,"Artificial Intelligence, Health Care, Machine Learning",,www.xwave.ie/,"Dublin, Dublin, Ireland, Europe",,"$1,299,268.841",Seed,1,,Enterprise Ireland,1,,85
Series A - Vilya,Vilya,Series A,"$50,000,000.0",2022-08-29,Early Stage Venture,,Yes,Vilya is a biotechnology company developing a novel class of drugs that precisely target the biology of disease.,"Biotechnology, Health Diagnostics, Life Science, Medical",,www.vilyatx.com,"Seattle, Washington, United States, North America",,"$50,000,000.0",Early Stage Venture,1,ARCH Venture Partners,ARCH Venture Partners,1,,86
Debt Financing - Huntress,Huntress,Debt Financing,"$40,000,000.0",2022-09-07,,,No,Huntress is a cybersecurity company that helps stop hidden threats that sneak past preventive security tools.,"Cyber Security, Information Technology, Software",,huntress.com,"Ellicott City, Maryland, United States, North America",,"$99,760,000.0",Early Stage Venture,5,CIBC Innovation Banking,CIBC Innovation Banking,1,,87
Debt Financing - Wayflyer,Wayflyer,Debt Financing,"$253,000,000.0",2022-09-01,,,No,Wayflyer provides funding and marketing analytics to e-commerce businesses.,"Analytics, E-Commerce, Finance, Marketing",,www.wayflyer.com/,"Dublin, Dublin, Ireland, Europe",,"$889,200,000.0",Early Stage Venture,8,Credit Suisse,Credit Suisse,1,,88
Series A - Innervace,Innervace,Series A,"$40,000,000.0",2022-09-08,Early Stage Venture,,Yes,Innvervace develops regenerative therapy solutions for neurodegenerative disorders.,"Health Care, Medical, Neuroscience",,www.innervace.com,"Philadelphia, Pennsylvania, United States, North America",,"$40,000,000.0",Early Stage Venture,1,Deerfield,"BioAdvance, Deerfield, IP Group, Penn Medicine, WARF Ventures",5,,89
Series A - PROOF,PROOF,Series A,"$50,000,000.0",2022-08-30,Early Stage Venture,,Yes,"PROOF is an NFT platform that provides access to private Discord, early access to the PROOF podcast, and in-person events.",Cryptocurrency,,collective.proof.xyz,,,"$60,000,000.0",Early Stage Venture,2,Andreessen Horowitz,"Andreessen Horowitz, Collab+Currency, Flamingo DAO, Seven Seven Six, SV Angel, True Ventures, VaynerFund",7,,90
Series B - Apricity,Apricity,Series B,"$16,990,438.69",2022-08-05,Early Stage Venture,,Yes,"Apricity is the world’s first at-home fertility clinic, powered by tech and AI. Less stress and more success","Artificial Intelligence, Fertility, Health Care",,www.apricity.life/,"Paris, Ile-de-France, France, Europe",,"$22,987,064.11",Early Stage Venture,2,MTIP AG,"IRIS Ventures, MTIP AG",2,,91
Venture Round - Flow,Flow,Venture - Series Unknown,"$350,000,000.0",2022-08-15,,"$650,000,000.0",Yes,Flow is a rental real estate startup to deliver homeownership services.,"Commercial Real Estate, Property Development, Real Estate",,www.flow.life,"New York, New York, United States, North America",Less than $1M,"$350,000,000.0",,1,Andreessen Horowitz,Andreessen Horowitz,1,,92
