Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Companies With Less Than $10M in Revenue (Top 10K),"9,834",903,"10,000",28,"The top 10,000 companies and startups with less than $10m in revenue, by Crunchbase rank.",2022-09-15 12:31:00,"Active, Company, Revenue Range",,,,,,,,,,,,,$1M to $10M,"78,038","22,605",2013-04-20,31,"9,479",0%,8%,858,2015-10-25,0%,"Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Seed,&nbsp;Series C","41,986",4,"$668,174,860,073.0","$24,671,469.0","$565,534,095,151.0",2013-04-20,"$46,475,550,908.0","$75,000,000.0","$214,171,572,451.0","$355,000,000.0",14%,"1,406","3,321","$111,896,623,082.0","$120,000,000.0","Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Incubator","34,479","47,057",4,"12,063",5,"5,481",4,927,"$134,494,587,863.0","21,739","1,258","2,533","15,272.65",1.05,1.05,1.61
Manufacturing Companies With Fewer Than 1000 Employees (Top 10K),"9,570",991,138,29,"The top 10,000 companies and startups in the manufacturing space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:45:00,"Active, Industry, Company, Employee Range",,,Manufacturing,Manufacturing,,,,,,,,,,"20,153","7,108",2000-10-26,9,"9,171",0%,8%,944,2011-03-15,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","18,650",2,"$208,092,715,707.0","$2,273,374.0","$168,325,416,001.0",2000-10-26,"$29,409,614,559.0","$72,000,000.0","$156,687,244,502.0","$403,388,881.0",13%,"1,497","2,494","$204,017,213,362.0","$219,000,000.0","Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Micro VC",815,"1,037",1,322,1,181,1,20,"$4,886,302,211.0","10,681",1,2,"110,980.08",0.7,0.7,1.09
Companies With More Than $10M in Revenue (Top 10K),"9,949",992,"8,622",30,"The top 10,000 companies and startups with more than $10m in revenue, by Crunchbase rank.",2022-09-15 09:40:00,"Active, Company, Revenue Range",,,,,,,,,,,,,$10M to $50M,"62,656","21,032",1998-02-12,89,"9,601",1%,28%,"3,413",2010-07-14,2%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Post-IPO Debt","39,457",3,"$3,326,868,279,337.0","$66,571,022.0","$2,070,046,667,930.0",1998-02-12,"$571,335,370,610.0","$158,502,119.0","$3,654,504,863,987.0","$1,138,865,437.0",27%,"3,121","29,057","$2,028,600,307,343.0","$550,221,231.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","54,982","75,474",3,"25,578",2,"16,365",2,"1,448","$2,200,211,798,876.0","17,986",645,"1,248","23,429.56",0.89,0.89,1.33
United States Companies With More Than 50 Employees (Top 10K),"9,959",998,"5,173",31,"The top 10,000 companies and startups in United States with more than 50 employees, by Crunchbase rank.",2022-09-15 11:30:00,"Active, Company, Employee Range, Location",,,,,"United States, North America",Country,,,,,,,,"76,478","22,885",2003-03-03,85,"9,605",1%,18%,"2,173",2010-04-09,2%,"Venture - Series Unknown,&nbsp;Series B,&nbsp;Post-IPO Equity,&nbsp;Series C,&nbsp;Series A","42,689",4,"$2,422,677,800,055.0","$62,613,964.0","$1,540,100,659,036.0",2003-03-03,"$423,018,651,837.0","$150,333,333.0","$2,517,560,680,163.0","$1,066,869,570.0",22%,"2,562","21,207","$1,531,701,280,642.0","$550,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","46,165","65,279",2,"21,230",2,"13,404",2,"1,350","$1,724,524,711,587.0","19,645","2,101","4,224","19,074.59",0.95,0.95,1.53
Manufacturing Companies (Top 10K),"9,594",964,149,32,"The top 10,000 companies and startups in the manufacturing space, by Crunchbase rank.",2022-09-15 11:59:00,"Active, Industry, Company",,,Manufacturing,Manufacturing,,,,,,,,,,"21,609","7,635",1996-12-04,4,"9,107",0%,14%,"1,637",2006-08-09,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Post-IPO Equity","19,426",2,"$604,109,969,612.0","$3,354,670.0","$326,830,797,202.0",1996-12-04,"$83,212,876,829.0","$100,000,000.0","$345,514,572,746.0","$541,963,895.0",13%,"1,459","8,949","$1,019,129,834,538.0","$505,507,567.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank","2,685","3,152",2,"1,188",1,645,1,33,"$6,262,699,305.0","10,951",2,3,"92,997.17",0.7,0.7,1.08
Southern US Companies With More Than 10 Employees (Top 10K),"9,791",965,"1,218",33,"The top 10,000 companies and startups in Southern US with more than 10 employees, by Crunchbase rank.",2022-09-15 12:55:00,"Active, Company, Employee Range, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"22,138","7,693",2001-01-11,180,"9,031",2%,9%,"1,145",2006-04-04,2%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","20,447",2,"$498,338,710,807.0","$5,615,808.0","$302,712,018,001.0",2001-01-11,"$134,703,449,475.0","$117,617,333.0","$396,012,880,478.0","$759,721,961.0",20%,"2,366","10,918","$1,217,139,608,643.0","$650,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Government Office,&nbsp;Accelerator","11,702","15,061",2,"5,717",2,"3,160",2,525,"$472,296,268,943.0","13,913",80,164,"81,062.28",0.74,0.74,1.28
East Coast Companies With More Than $1M in Revenue (Top 10K),"9,504",967,"1,965",34,"The top 10,000 companies and startups in East Coast with more than $1m in revenue, by Crunchbase rank.",2022-09-15 09:48:00,"Active, Company, Location, Revenue Range",,,,,"East Coast, United States, North America",Regional Area,,,,,,,$1M to $10M,"41,045","12,357",2004-08-20,92,"8,926",1%,11%,"1,250",2008-12-10,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Grant","29,769",3,"$770,096,000,191.0","$9,508,800.0","$552,692,205,368.0",2004-08-20,"$161,535,262,377.0","$116,983,333.0","$719,986,830,580.0","$622,745,500.0",18%,"2,006","13,502","$987,815,307,568.0","$441,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital","33,756","47,542",6,"15,687",5,"10,655",4,"1,332","$1,705,624,817,954.0","16,813",608,"1,191","54,887.06",0.75,0.75,1.13
Companies With More Than 100 Employees (Top 10K),"9,883",978,"9,661",35,"The top 10,000 companies and startups with more than 100 employees, by Crunchbase rank.",2022-09-15 11:27:00,"Active, Company, Employee Range",,,,,,,,,,,,,,"81,272","27,110",2002-11-14,32,"9,571",0%,23%,"2,682",2010-12-16,2%,"Venture - Series Unknown,&nbsp;Series B,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Series C","44,161",4,"$3,793,296,052,502.0","$105,068,642.0","$2,459,777,293,342.0",2002-11-14,"$533,969,141,521.0","$178,496,687.0","$3,481,093,947,413.0","$1,386,778,610.0",18%,"2,101","24,878","$1,582,427,470,908.0","$661,602,514.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","53,312","71,039",3,"23,369",2,"13,022",2,"1,334","$1,847,495,099,114.0","19,998","1,907","3,697","11,230.08",1.08,1.08,1.63
Southern US Companies With Less Than $1B in Revenue (Top 10K),"9,435",973,"1,165",36,"The top 10,000 companies and startups in Southern US with less than $1b in revenue, by Crunchbase rank.",2022-09-15 12:32:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$500M to $1B,"19,479","6,877",2004-02-29,123,"8,869",1%,7%,750,2009-07-21,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Grant","20,258",2,"$336,300,410,090.0","$3,774,172.0","$221,349,641,758.0",2004-02-29,"$56,265,003,561.0","$90,725,000.0","$241,073,419,972.0","$570,860,000.0",18%,"1,933","6,723","$479,029,731,776.0","$439,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Investment Bank","11,651","15,941",4,"5,102",4,"2,853",3,689,"$343,208,673,042.0","13,835",5,8,"93,207.94",0.67,0.67,1.09
Southern US Companies With Less Than $500M in Revenue (Top 10K),"9,845",972,"1,142",37,"The top 10,000 companies and startups in Southern US with less than $500m in revenue, by Crunchbase rank.",2022-09-15 12:27:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$100M to $500M,"19,431","6,845",2004-06-24,122,"9,266",1%,6%,658,2010-05-07,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","20,269",2,"$285,322,625,171.0","$3,479,855.0","$198,618,200,692.0",2004-06-24,"$39,216,855,009.0","$77,000,000.0","$189,223,905,433.0","$500,787,658.0",17%,"1,929","5,884","$379,797,031,776.0","$339,937,500.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Investment Bank","11,151","15,340",4,"4,850",4,"2,675",3,652,"$217,423,595,470.0","14,207",6,8,"99,453.68",0.68,0.68,1.1
Private Southern US Companies (Top 10K),"9,469",951,"1,408",38,"The top 10,000 private companies and startups in Southern US, by Crunchbase rank.",2022-09-15 08:46:00,"Active, Company, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"25,718","8,789",2009-03-19,129,"8,484",1%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Debt Financing","23,258",2,"$290,370,331,277.0","$3,717,966.0","$211,138,885,202.0",2009-03-19,,,,,12%,"1,302","3,813","$239,273,839,298.0","$400,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Government Office","10,710","14,224",7,"5,145",6,"2,080",4,545,"$334,854,658,951.0","15,005",579,"1,202","61,542.63",0.78,0.78,1.29
Southern US Companies (Top 10K),"9,489",959,"1,448",39,"The top 10,000 companies and startups in Southern US, by Crunchbase rank.",2022-09-15 09:45:00,"Active, Company, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"26,938","9,141",2007-07-07,109,"8,600",1%,8%,898,2008-05-02,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Grant","24,608",2,"$515,846,326,441.0","$5,013,412.0","$313,616,316,567.0",2007-07-07,"$111,378,561,050.0","$105,666,666.0","$316,968,092,159.0","$723,110,000.0",13%,"1,442","7,519","$537,174,326,814.0","$580,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Government Office","11,515","15,200",4,"5,507",3,"2,584",2,532,"$338,887,761,204.0","14,976",583,"1,208","55,310.87",0.8,0.8,1.33
Southern US Companies With Fewer Than 1000 Employees (Top 10K),"9,989",984,"1,308",40,"The top 10,000 companies and startups in Southern US with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:59:00,"Active, Company, Employee Range, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"26,492","9,002",2009-11-02,114,"9,159",1%,5%,614,2011-03-23,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Grant","25,074",2,"$318,357,789,349.0","$3,520,848.0","$220,470,197,932.0",2009-11-02,"$31,452,283,125.0","$75,000,000.0","$142,236,080,254.0","$522,000,000.0",12%,"1,362","3,944","$257,306,940,464.0","$231,250,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","9,147","12,528",4,"3,911",4,"1,936",4,525,"$198,996,525,972.0","15,857",89,192,"64,997.22",0.73,0.73,1.2
Manufacturing Companies With Less Than $10M in Revenue (Top 10K),"9,901",947,77,41,"The top 10,000 companies and startups in the manufacturing space with less than $10m in revenue, by Crunchbase rank.",2022-09-15 11:25:00,"Active, Industry, Company, Revenue Range",,,Manufacturing,Manufacturing,,,,,,,,,$1M to $10M,"8,445","2,980",1993-08-12,11,"9,711",0%,3%,342,2010-06-16,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","8,821",2,"$61,095,879,368.0","$1,731,203.0","$52,964,833,022.0",1993-08-12,"$10,627,987,597.0","$43,475,000.0","$62,796,839,809.0","$152,212,859.0",6%,619,699,"$36,019,341,312.0","$115,180,565.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Micro VC",445,569,1,190,1,82,1,18,"$2,718,465,000.0","6,209",0,0,"294,512.76",1.34,1.34,2.14
United States Companies With More Than $10M in Revenue (Top 10K),"9,749",983,"4,568",42,"The top 10,000 companies and startups in United States with more than $10m in revenue, by Crunchbase rank.",2022-09-15 11:26:00,"Active, Company, Location, Revenue Range",,,,,"United States, North America",Country,,,,,,,$10M to $50M,"46,629","14,602",1994-04-30,159,"9,188",2%,22%,"2,591",2007-12-29,3%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","31,298",3,"$1,855,244,781,336.0","$30,093,827.0","$1,093,911,311,854.0",1994-04-30,"$467,061,156,096.0","$151,800,000.0","$2,577,558,529,557.0","$989,092,604.0",29%,"3,438","29,891","$2,759,504,057,969.0","$639,769,696.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Micro VC","50,271","71,108",3,"22,187",2,"16,818",2,"1,535","$2,458,620,499,234.0","16,017",643,"1,251","50,439.8",0.82,0.82,1.33
Southern US Companies With Less Than $50M in Revenue (Top 10K),"9,816",972,"1,094",43,"The top 10,000 companies and startups in Southern US with less than $50m in revenue, by Crunchbase rank.",2022-09-15 11:15:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$10M to $50M,"17,767","6,223",2005-08-20,111,"9,228",1%,3%,401,2011-11-03,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Series A,&nbsp;Grant","18,889",2,"$197,904,728,108.0","$2,993,180.0","$146,043,867,516.0",2005-08-20,"$12,596,958,967.0","$55,500,000.0","$76,000,767,041.0","$329,000,000.0",14%,"1,506","3,425","$106,333,628,759.0","$156,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","10,744","14,761",9,"4,591",6,"2,483",4,657,"$213,778,997,083.0","13,940",4,4,"110,794.71",0.7,0.7,1.13
East Coast Companies With More Than 10 Employees (Top 10K),"9,960",946,"2,118",44,"The top 10,000 companies and startups in East Coast with more than 10 employees, by Crunchbase rank.",2022-09-15 09:59:00,"Active, Company, Employee Range, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"51,589","15,074",2006-10-15,99,"9,342",1%,11%,"1,300",2010-02-15,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","33,314",3,"$919,201,858,369.0","$13,985,565.0","$663,720,712,429.0",2006-10-15,"$152,706,679,996.0","$109,125,000.0","$716,585,358,285.0","$607,692,667.0",17%,"1,939","11,502","$723,985,794,160.0","$385,800,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Hedge Fund","24,562","34,354",4,"12,772",3,"8,143",3,983,"$1,403,837,156,670.0","18,198","1,319","2,681","38,741.69",0.81,0.81,1.3
Venture Capital Investors with Investments in Europe,"6,881",883,628,45,Venture capital investors that made investments in companies headquartered in Europe.,2022-09-15 09:13:00,"Active, Investments in Location, Investor Type",,,,,Europe,Continent,,,,,,,,"1,044",259,2007-11-18,13,945,0%,2%,134,2006-08-06,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",757,1,"$37,067,735,566.0","$63,965.0","$15,847,469,402.0",2007-11-18,"$26,168,904,894.0","$127,000,000.0","$180,820,924,447.0","$869,412,840.0",1%,78,"3,027","$41,623,249,161.0","$536,810,548.0","Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","198,929","280,061",10,"80,215",4,"44,479",3,"6,847","$1,676,152,671,508.0","7,397",42,64,"375,244.15",0.78,0.78,0.79
Dental Companies With More Than $1M in Revenue,"5,642",662,5,45,Companies and startups in the dental space with more than $1m in revenue.,2022-09-15 12:32:00,"Active, Industry, Company, Revenue Range",,,Dental,Health Care,,,,,,,,,$1M to $10M,360,128,1993-01-15,165,"5,417",3%,0%,16,2007-03-08,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing",310,1,"$4,652,560,574.0","$704,167.0","$2,799,652,394.0",1993-01-15,"$2,022,000,000.0","$350,500,000.0","$11,688,900,000.0","$2,683,000,000.0",1%,38,152,"$69,522,443,425.0","$201,421,640.0",,25,27,3,11,1,5,2,0,,476,0,0,"1,427,955.66",1.82,1.82,2.51
Private East Coast Companies (Top 10K),"9,958","1,005","2,453",46,"The top 10,000 private companies and startups in East Coast, by Crunchbase rank.",2022-09-15 11:07:00,"Active, Company, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"54,906","15,193",2011-10-28,71,"9,056",1%,,0,,,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","32,114",3,"$483,361,966,403.0","$9,986,692.0","$388,099,247,173.0",2011-10-28,,,,,13%,"1,483","4,507","$196,658,190,130.0","$239,166,666.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Hedge Fund","23,912","33,983",8,"11,063",7,"6,411",6,831,"$811,530,534,283.0","18,998","3,086","6,424","33,230.5",0.87,0.87,1.43
East Coast Companies (Top 10K),"9,924",949,"2,519",47,"The top 10,000 companies and startups in East Coast, by Crunchbase rank.",2022-09-15 10:05:00,"Active, Company, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"57,823","16,201",2010-01-10,55,"9,136",1%,10%,"1,142",2011-04-15,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","34,243",3,"$921,743,326,707.0","$14,196,818.0","$666,760,338,808.0",2010-01-10,"$131,095,450,186.0","$112,250,000.0","$624,971,165,006.0","$605,228,600.0",14%,"1,539","9,017","$521,748,889,559.0","$403,333,333.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","24,958","34,880",4,"11,945",4,"7,234",3,869,"$1,147,157,902,715.0","18,841","3,088","6,427","28,461.14",0.9,0.9,1.48
Manufacturing Companies With Fewer Than 100 Employees (Top 10K),"9,700",958,125,48,"The top 10,000 companies and startups in the manufacturing space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 11:31:00,"Active, Industry, Company, Employee Range",,,Manufacturing,Manufacturing,,,,,,,,,,"16,252","5,650",2002-06-26,15,"9,289",0%,6%,617,2011-05-06,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","15,944",1,"$100,188,067,211.0","$1,517,796.0","$85,089,919,017.0",2002-06-26,"$9,034,710,102.0","$34,825,000.0","$47,243,996,035.0","$130,561,107.0",11%,"1,255","1,081","$106,786,911,082.0","$103,566,058.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Micro VC",524,663,1,216,1,108,1,18,"$3,132,632,229.0","10,143",0,0,"149,851.11",0.79,0.79,1.21
United States Companies With More Than 100 Employees (Top 10K),"9,585",985,"4,715",49,"The top 10,000 companies and startups in United States with more than 100 employees, by Crunchbase rank.",2022-09-15 11:02:00,"Active, Company, Employee Range, Location",,,,,"United States, North America",Country,,,,,,,,"57,872","18,029",1994-11-01,175,"9,011",2%,21%,"2,434",2008-04-01,3%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","33,649",3,"$2,269,303,215,976.0","$57,554,518.0","$1,411,205,209,022.0",1994-11-01,"$472,939,791,699.0","$168,774,285.0","$2,708,939,742,327.0","$1,198,794,466.0",24%,"2,823","28,028","$2,147,889,570,930.0","$753,675,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Government Office","46,403","63,408",3,"20,589",2,"13,432",2,"1,368","$2,057,880,368,708.0","16,334","2,287","4,624","36,668.99",0.92,0.92,1.52
East Coast Companies With Fewer Than 1000 Employees (Top 10K),"9,975",996,"2,302",50,"The top 10,000 companies and startups in East Coast with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:59:00,"Active, Company, Employee Range, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"57,040","15,900",2012-01-15,52,"9,269",1%,8%,882,2013-07-13,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","34,463",3,"$587,244,760,371.0","$11,543,820.0","$464,576,526,470.0",2012-01-15,"$67,807,581,654.0","$95,075,000.0","$326,783,104,850.0","$516,500,000.0",14%,"1,488","4,681","$291,582,670,295.0","$240,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","21,956","31,463",4,"10,181",7,"5,922",4,820,"$852,060,252,461.0","19,181",46,118,"31,762.45",0.84,0.84,1.39
