Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Companies With More Than $10M in Revenue (Top 10K),"9,949",992,"8,622",30,"The top 10,000 companies and startups with more than $10m in revenue, by Crunchbase rank.",2022-09-15 09:40:00,"Active, Company, Revenue Range",,,,,,,,,,,,,$10M to $50M,"62,656","21,032",1998-02-12,89,"9,601",1%,28%,"3,413",2010-07-14,2%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Post-IPO Debt","39,457",3,3326868279337.0,66571022.0,2070046667930.0,1998-02-12,571335370610.0,158502119.0,3654504863987.0,1138865437.0,27%,"3,121","29,057",2028600307343.0,550221231.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","54,982","75,474",3,"25,578",2,"16,365",2,"1,448",2200211798876.0,"17,986",645,"1,248","23,429.56",0.89,0.89,1.33
United States Companies With More Than 50 Employees (Top 10K),"9,959",998,"5,173",31,"The top 10,000 companies and startups in United States with more than 50 employees, by Crunchbase rank.",2022-09-15 11:30:00,"Active, Company, Employee Range, Location",,,,,"United States, North America",Country,,,,,,,,"76,478","22,885",2003-03-03,85,"9,605",1%,18%,"2,173",2010-04-09,2%,"Venture - Series Unknown,&nbsp;Series B,&nbsp;Post-IPO Equity,&nbsp;Series C,&nbsp;Series A","42,689",4,2422677800055.0,62613964.0,1540100659036.0,2003-03-03,423018651837.0,150333333.0,2517560680163.0,1066869570.0,22%,"2,562","21,207",1531701280642.0,550000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","46,165","65,279",2,"21,230",2,"13,404",2,"1,350",1724524711587.0,"19,645","2,101","4,224","19,074.59",0.95,0.95,1.53
Manufacturing Companies (Top 10K),"9,594",964,149,32,"The top 10,000 companies and startups in the manufacturing space, by Crunchbase rank.",2022-09-15 11:59:00,"Active, Industry, Company",,,Manufacturing,Manufacturing,,,,,,,,,,"21,609","7,635",1996-12-04,4,"9,107",0%,14%,"1,637",2006-08-09,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Post-IPO Equity","19,426",2,604109969612.0,3354670.0,326830797202.0,1996-12-04,83212876829.0,100000000.0,345514572746.0,541963895.0,13%,"1,459","8,949",1019129834538.0,505507567.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank","2,685","3,152",2,"1,188",1,645,1,33,6262699305.0,"10,951",2,3,"92,997.17",0.7,0.7,1.08
Southern US Companies With More Than 10 Employees (Top 10K),"9,791",965,"1,218",33,"The top 10,000 companies and startups in Southern US with more than 10 employees, by Crunchbase rank.",2022-09-15 12:55:00,"Active, Company, Employee Range, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"22,138","7,693",2001-01-11,180,"9,031",2%,9%,"1,145",2006-04-04,2%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","20,447",2,498338710807.0,5615808.0,302712018001.0,2001-01-11,134703449475.0,117617333.0,396012880478.0,759721961.0,20%,"2,366","10,918",1217139608643.0,650000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Government Office,&nbsp;Accelerator","11,702","15,061",2,"5,717",2,"3,160",2,525,472296268943.0,"13,913",80,164,"81,062.28",0.74,0.74,1.28
East Coast Companies With More Than $1M in Revenue (Top 10K),"9,504",967,"1,965",34,"The top 10,000 companies and startups in East Coast with more than $1m in revenue, by Crunchbase rank.",2022-09-15 09:48:00,"Active, Company, Location, Revenue Range",,,,,"East Coast, United States, North America",Regional Area,,,,,,,$1M to $10M,"41,045","12,357",2004-08-20,92,"8,926",1%,11%,"1,250",2008-12-10,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Grant","29,769",3,770096000191.0,9508800.0,552692205368.0,2004-08-20,161535262377.0,116983333.0,719986830580.0,622745500.0,18%,"2,006","13,502",987815307568.0,441000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital","33,756","47,542",6,"15,687",5,"10,655",4,"1,332",1705624817954.0,"16,813",608,"1,191","54,887.06",0.75,0.75,1.13
Companies With More Than 100 Employees (Top 10K),"9,883",978,"9,661",35,"The top 10,000 companies and startups with more than 100 employees, by Crunchbase rank.",2022-09-15 11:27:00,"Active, Company, Employee Range",,,,,,,,,,,,,,"81,272","27,110",2002-11-14,32,"9,571",0%,23%,"2,682",2010-12-16,2%,"Venture - Series Unknown,&nbsp;Series B,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Series C","44,161",4,3793296052502.0,105068642.0,2459777293342.0,2002-11-14,533969141521.0,178496687.0,3481093947413.0,1386778610.0,18%,"2,101","24,878",1582427470908.0,661602514.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","53,312","71,039",3,"23,369",2,"13,022",2,"1,334",1847495099114.0,"19,998","1,907","3,697","11,230.08",1.08,1.08,1.63
Southern US Companies With Less Than $1B in Revenue (Top 10K),"9,435",973,"1,165",36,"The top 10,000 companies and startups in Southern US with less than $1b in revenue, by Crunchbase rank.",2022-09-15 12:32:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$500M to $1B,"19,479","6,877",2004-02-29,123,"8,869",1%,7%,750,2009-07-21,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Grant","20,258",2,336300410090.0,3774172.0,221349641758.0,2004-02-29,56265003561.0,90725000.0,241073419972.0,570860000.0,18%,"1,933","6,723",479029731776.0,439000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Investment Bank","11,651","15,941",4,"5,102",4,"2,853",3,689,343208673042.0,"13,835",5,8,"93,207.94",0.67,0.67,1.09
Southern US Companies With Less Than $500M in Revenue (Top 10K),"9,845",972,"1,142",37,"The top 10,000 companies and startups in Southern US with less than $500m in revenue, by Crunchbase rank.",2022-09-15 12:27:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$100M to $500M,"19,431","6,845",2004-06-24,122,"9,266",1%,6%,658,2010-05-07,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","20,269",2,285322625171.0,3479855.0,198618200692.0,2004-06-24,39216855009.0,77000000.0,189223905433.0,500787658.0,17%,"1,929","5,884",379797031776.0,339937500.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Investment Bank","11,151","15,340",4,"4,850",4,"2,675",3,652,217423595470.0,"14,207",6,8,"99,453.68",0.68,0.68,1.1
Private Southern US Companies (Top 10K),"9,469",951,"1,408",38,"The top 10,000 private companies and startups in Southern US, by Crunchbase rank.",2022-09-15 08:46:00,"Active, Company, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"25,718","8,789",2009-03-19,129,"8,484",1%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Debt Financing","23,258",2,290370331277.0,3717966.0,211138885202.0,2009-03-19,,,,,12%,"1,302","3,813",239273839298.0,400000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Government Office","10,710","14,224",7,"5,145",6,"2,080",4,545,334854658951.0,"15,005",579,"1,202","61,542.63",0.78,0.78,1.29
Southern US Companies (Top 10K),"9,489",959,"1,448",39,"The top 10,000 companies and startups in Southern US, by Crunchbase rank.",2022-09-15 09:45:00,"Active, Company, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"26,938","9,141",2007-07-07,109,"8,600",1%,8%,898,2008-05-02,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Grant","24,608",2,515846326441.0,5013412.0,313616316567.0,2007-07-07,111378561050.0,105666666.0,316968092159.0,723110000.0,13%,"1,442","7,519",537174326814.0,580000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Government Office","11,515","15,200",4,"5,507",3,"2,584",2,532,338887761204.0,"14,976",583,"1,208","55,310.87",0.8,0.8,1.33
Southern US Companies With Fewer Than 1000 Employees (Top 10K),"9,989",984,"1,308",40,"The top 10,000 companies and startups in Southern US with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:59:00,"Active, Company, Employee Range, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"26,492","9,002",2009-11-02,114,"9,159",1%,5%,614,2011-03-23,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Debt Financing,&nbsp;Grant","25,074",2,318357789349.0,3520848.0,220470197932.0,2009-11-02,31452283125.0,75000000.0,142236080254.0,522000000.0,12%,"1,362","3,944",257306940464.0,231250000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","9,147","12,528",4,"3,911",4,"1,936",4,525,198996525972.0,"15,857",89,192,"64,997.22",0.73,0.73,1.2
Manufacturing Companies With Less Than $10M in Revenue (Top 10K),"9,901",947,77,41,"The top 10,000 companies and startups in the manufacturing space with less than $10m in revenue, by Crunchbase rank.",2022-09-15 11:25:00,"Active, Industry, Company, Revenue Range",,,Manufacturing,Manufacturing,,,,,,,,,$1M to $10M,"8,445","2,980",1993-08-12,11,"9,711",0%,3%,342,2010-06-16,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","8,821",2,61095879368.0,1731203.0,52964833022.0,1993-08-12,10627987597.0,43475000.0,62796839809.0,152212859.0,6%,619,699,36019341312.0,115180565.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Micro VC",445,569,1,190,1,82,1,18,2718465000.0,"6,209",0,0,"294,512.76",1.34,1.34,2.14
United States Companies With More Than $10M in Revenue (Top 10K),"9,749",983,"4,568",42,"The top 10,000 companies and startups in United States with more than $10m in revenue, by Crunchbase rank.",2022-09-15 11:26:00,"Active, Company, Location, Revenue Range",,,,,"United States, North America",Country,,,,,,,$10M to $50M,"46,629","14,602",1994-04-30,159,"9,188",2%,22%,"2,591",2007-12-29,3%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","31,298",3,1855244781336.0,30093827.0,1093911311854.0,1994-04-30,467061156096.0,151800000.0,2577558529557.0,989092604.0,29%,"3,438","29,891",2759504057969.0,639769696.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Micro VC","50,271","71,108",3,"22,187",2,"16,818",2,"1,535",2458620499234.0,"16,017",643,"1,251","50,439.8",0.82,0.82,1.33
Southern US Companies With Less Than $50M in Revenue (Top 10K),"9,816",972,"1,094",43,"The top 10,000 companies and startups in Southern US with less than $50m in revenue, by Crunchbase rank.",2022-09-15 11:15:00,"Active, Company, Location, Revenue Range",,,,,"Southern US, United States, North America",Regional Area,,,,,,,$10M to $50M,"17,767","6,223",2005-08-20,111,"9,228",1%,3%,401,2011-11-03,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Series A,&nbsp;Grant","18,889",2,197904728108.0,2993180.0,146043867516.0,2005-08-20,12596958967.0,55500000.0,76000767041.0,329000000.0,14%,"1,506","3,425",106333628759.0,156000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","10,744","14,761",9,"4,591",6,"2,483",4,657,213778997083.0,"13,940",4,4,"110,794.71",0.7,0.7,1.13
East Coast Companies With More Than 10 Employees (Top 10K),"9,960",946,"2,118",44,"The top 10,000 companies and startups in East Coast with more than 10 employees, by Crunchbase rank.",2022-09-15 09:59:00,"Active, Company, Employee Range, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"51,589","15,074",2006-10-15,99,"9,342",1%,11%,"1,300",2010-02-15,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","33,314",3,919201858369.0,13985565.0,663720712429.0,2006-10-15,152706679996.0,109125000.0,716585358285.0,607692667.0,17%,"1,939","11,502",723985794160.0,385800000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Hedge Fund","24,562","34,354",4,"12,772",3,"8,143",3,983,1403837156670.0,"18,198","1,319","2,681","38,741.69",0.81,0.81,1.3
Venture Capital Investors with Investments in Europe,"6,881",883,628,45,Venture capital investors that made investments in companies headquartered in Europe.,2022-09-15 09:13:00,"Active, Investments in Location, Investor Type",,,,,Europe,Continent,,,,,,,,"1,044",259,2007-11-18,13,945,0%,2%,134,2006-08-06,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",757,1,37067735566.0,63965.0,15847469402.0,2007-11-18,26168904894.0,127000000.0,180820924447.0,869412840.0,1%,78,"3,027",41623249161.0,536810548.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","198,929","280,061",10,"80,215",4,"44,479",3,"6,847",1676152671508.0,"7,397",42,64,"375,244.15",0.78,0.78,0.79
Dental Companies With More Than $1M in Revenue,"5,642",662,5,45,Companies and startups in the dental space with more than $1m in revenue.,2022-09-15 12:32:00,"Active, Industry, Company, Revenue Range",,,Dental,Health Care,,,,,,,,,$1M to $10M,360,128,1993-01-15,165,"5,417",3%,0%,16,2007-03-08,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing",310,1,4652560574.0,704167.0,2799652394.0,1993-01-15,2022000000.0,350500000.0,11688900000.0,2683000000.0,1%,38,152,69522443425.0,201421640.0,,25,27,3,11,1,5,2,0,,476,0,0,"1,427,955.66",1.82,1.82,2.51
Private East Coast Companies (Top 10K),"9,958","1,005","2,453",46,"The top 10,000 private companies and startups in East Coast, by Crunchbase rank.",2022-09-15 11:07:00,"Active, Company, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"54,906","15,193",2011-10-28,71,"9,056",1%,,0,,,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","32,114",3,483361966403.0,9986692.0,388099247173.0,2011-10-28,,,,,13%,"1,483","4,507",196658190130.0,239166666.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Hedge Fund","23,912","33,983",8,"11,063",7,"6,411",6,831,811530534283.0,"18,998","3,086","6,424","33,230.5",0.87,0.87,1.43
East Coast Companies (Top 10K),"9,924",949,"2,519",47,"The top 10,000 companies and startups in East Coast, by Crunchbase rank.",2022-09-15 10:05:00,"Active, Company, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"57,823","16,201",2010-01-10,55,"9,136",1%,10%,"1,142",2011-04-15,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","34,243",3,921743326707.0,14196818.0,666760338808.0,2010-01-10,131095450186.0,112250000.0,624971165006.0,605228600.0,14%,"1,539","9,017",521748889559.0,403333333.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","24,958","34,880",4,"11,945",4,"7,234",3,869,1147157902715.0,"18,841","3,088","6,427","28,461.14",0.9,0.9,1.48
Manufacturing Companies With Fewer Than 100 Employees (Top 10K),"9,700",958,125,48,"The top 10,000 companies and startups in the manufacturing space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 11:31:00,"Active, Industry, Company, Employee Range",,,Manufacturing,Manufacturing,,,,,,,,,,"16,252","5,650",2002-06-26,15,"9,289",0%,6%,617,2011-05-06,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Debt Financing","15,944",1,100188067211.0,1517796.0,85089919017.0,2002-06-26,9034710102.0,34825000.0,47243996035.0,130561107.0,11%,"1,255","1,081",106786911082.0,103566058.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Micro VC",524,663,1,216,1,108,1,18,3132632229.0,"10,143",0,0,"149,851.11",0.79,0.79,1.21
United States Companies With More Than 100 Employees (Top 10K),"9,585",985,"4,715",49,"The top 10,000 companies and startups in United States with more than 100 employees, by Crunchbase rank.",2022-09-15 11:02:00,"Active, Company, Employee Range, Location",,,,,"United States, North America",Country,,,,,,,,"57,872","18,029",1994-11-01,175,"9,011",2%,21%,"2,434",2008-04-01,3%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Grant","33,649",3,2269303215976.0,57554518.0,1411205209022.0,1994-11-01,472939791699.0,168774285.0,2708939742327.0,1198794466.0,24%,"2,823","28,028",2147889570930.0,753675000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Government Office","46,403","63,408",3,"20,589",2,"13,432",2,"1,368",2057880368708.0,"16,334","2,287","4,624","36,668.99",0.92,0.92,1.52
East Coast Companies With Fewer Than 1000 Employees (Top 10K),"9,975",996,"2,302",50,"The top 10,000 companies and startups in East Coast with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:59:00,"Active, Company, Employee Range, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"57,040","15,900",2012-01-15,52,"9,269",1%,8%,882,2013-07-13,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","34,463",3,587244760371.0,11543820.0,464576526470.0,2012-01-15,67807581654.0,95075000.0,326783104850.0,516500000.0,14%,"1,488","4,681",291582670295.0,240000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","21,956","31,463",4,"10,181",7,"5,922",4,820,852060252461.0,"19,181",46,118,"31,762.45",0.84,0.84,1.39
Venture Capital Investors with Investments in East Coast,"7,057","1,087",424,51,Venture capital investors that made investments in companies headquartered in East Coast.,2022-09-15 12:24:00,"Active, Investments in Location, Investor Type",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"1,015",237,2007-08-14,19,880,0%,2%,136,2003-08-18,0%,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",720,1,34130281092.0,100000.0,15186317456.0,2007-08-14,30874378397.0,126954109.0,148042186379.0,525000000.0,1%,56,"2,389",52430338834.0,2162500000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","218,739","309,744",14,"85,545",5,"51,579",4,"7,990",1748318546432.0,"8,323",14,25,"320,940.73",0.78,0.78,0.79
East Coast Companies With Less Than $1B in Revenue (Top 10K),"9,569",969,"2,070",51,"The top 10,000 companies and startups in East Coast with less than $1b in revenue, by Crunchbase rank.",2022-09-15 11:51:00,"Active, Company, Location, Revenue Range",,,,,"East Coast, United States, North America",Regional Area,,,,,,,$500M to $1B,"45,555","13,421",2008-03-24,84,"9,073",1%,9%,"1,080",2012-03-31,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","32,623",3,613022742097.0,9559260.0,460131612691.0,2008-03-24,108767387536.0,103375000.0,602198165481.0,576215667.0,18%,"1,938","7,583",465499907713.0,297600000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Hedge Fund,&nbsp;Investment Bank","24,891","35,660",5,"11,093",5,"7,264",4,994,748726320130.0,"17,572","1,863","3,717","47,888.34",0.73,0.73,1.1
East Coast Companies With Less Than $500M in Revenue (Top 10K),"9,410",929,"2,037",52,"The top 10,000 companies and startups in East Coast with less than $500m in revenue, by Crunchbase rank.",2022-09-15 10:20:00,"Active, Company, Location, Revenue Range",,,,,"East Coast, United States, North America",Regional Area,,,,,,,$100M to $500M,"44,910","13,221",2008-09-10,80,"8,922",1%,9%,986,2012-10-19,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Debt Financing","32,183",3,552153979571.0,9375140.0,424371386475.0,2008-09-10,85432282915.0,100000000.0,523638290215.0,524687604.0,18%,"1,850","6,495",371557907713.0,249100000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Hedge Fund,&nbsp;Accelerator","24,206","34,816",6,"10,832",6,"7,030",5,941,660733871244.0,"17,336","1,862","3,711","48,068.9",0.73,0.73,1.1
Real Estate Companies With More Than $1M in Revenue (Top 10K),"9,889",996,62,53,"The top 10,000 companies and startups in the real estate space with more than $1m in revenue, by Crunchbase rank.",2022-09-15 08:48:00,"Active, Industry, Company, Revenue Range",,,Real Estate,Real Estate,,,,,,,,,$1M to $10M,"5,158","1,546",1989-06-03,92,"9,496",1%,4%,443,2006-10-01,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Series A,&nbsp;Private Equity","3,682",2,174892310345.0,3603711.0,91793574337.0,1989-06-03,24588874238.0,220000000.0,119347384578.0,2120000000.0,5%,521,"2,551",159533663612.0,652000000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Family Investment Office,&nbsp;Micro VC","2,876","3,594",2,"1,301",1,895,2,307,484683747097.0,"4,874",0,1,"392,619.12",1.5,1.5,2.39
